,insurance_price,registration_year,model,type,gearbox,power,mileage,fuel,brand,damage,price
41867,570.0,2012,,small car,manual,0,20000,,skoda,0.0,7188
57996,110.0,1997,omega,limousine,manual,116,150000,gasoline,opel,1.0,727
34630,90.0,2003,fiesta,small car,manual,60,150000,gasoline,ford,0.0,1137
5244,610.0,2013,polo,small car,manual,86,30000,gasoline,volkswagen,0.0,9327
17641,,2016,a4,,manual,150,150000,diesel,audi,0.0,1456
92442,150.0,2005,3er,limousine,auto,129,20000,gasoline,bmw,0.0,6369
35970,150.0,2003,c3,small car,manual,68,150000,diesel,citroen,0.0,1638
79320,170.0,2004,zafira,bus,manual,125,5000,diesel,opel,0.0,3639
13320,430.0,2003,c_klasse,station wagon,manual,122,150000,diesel,mercedes_benz,0.0,4549
81375,150.0,2003,lupo,small car,manual,50,150000,gasoline,volkswagen,0.0,2074
90616,120.0,2000,almera,small car,manual,90,90000,gasoline,nissan,0.0,2229
87779,90.0,2002,arosa,,manual,50,150000,gasoline,seat,0.0,546
77871,390.0,2009,tiguan,,manual,150,80000,gasoline,volkswagen,0.0,12467
90613,290.0,2007,lancer,station wagon,manual,135,100000,gasoline,mitsubishi,0.0,4085
56747,150.0,2002,clio,small car,manual,65,150000,diesel,renault,1.0,1365
61665,,4,golf,small car,manual,84,150000,gasoline,volkswagen,1.0,4550
66977,40.0,1998,mondeo,limousine,manual,115,150000,gasoline,ford,,1274
51694,60.0,1995,andere,small car,manual,55,70000,gasoline,fiat,0.0,728
40264,90.0,2001,vectra,station wagon,manual,116,150000,gasoline,opel,0.0,1137
7014,470.0,2003,rav,,manual,150,150000,gasoline,toyota,0.0,5277
25018,140.0,2006,corsa,small car,manual,60,90000,gasoline,opel,0.0,3175
65221,170.0,1998,andere,convertible,auto,165,150000,liquefied petroleum gas,chrysler,1.0,864
31307,420.0,2008,kuga,,manual,136,125000,diesel,ford,0.0,10637
9753,180.0,2001,passat,station wagon,manual,131,150000,diesel,volkswagen,0.0,3184
10548,1100.0,2015,,,manual,0,20000,diesel,peugeot,0.0,21840
52625,310.0,2005,golf,limousine,manual,102,150000,gasoline,volkswagen,,4549
47665,460.0,2009,andere,bus,manual,145,150000,diesel,renault,0.0,6097
73525,150.0,1999,passat,station wagon,manual,90,150000,diesel,volkswagen,,1637
11367,120.0,1998,clio,small car,manual,75,150000,gasoline,renault,1.0,909
3455,50.0,1999,golf,station wagon,manual,75,150000,gasoline,volkswagen,0.0,1410
94278,290.0,2007,roomster,station wagon,manual,87,60000,gasoline,skoda,0.0,5369
94052,270.0,2006,transporter,bus,manual,84,150000,diesel,volkswagen,0.0,5005
29737,250.0,2008,polo,limousine,manual,60,90000,gasoline,volkswagen,,3867
24673,90.0,2000,escort,,,90,125000,,ford,,546
76403,140.0,2000,astra,station wagon,manual,101,150000,gasoline,opel,1.0,1483
78087,60.0,2000,corsa,small car,auto,0,150000,gasoline,opel,,910
19230,70.0,2004,a_klasse,limousine,auto,95,150000,diesel,mercedes_benz,0.0,2275
81175,90.0,2004,transit,bus,manual,98,150000,diesel,ford,0.0,2229
61289,50.0,1999,ka,small car,manual,60,125000,gasoline,ford,0.0,682
37443,250.0,2008,5_reihe,bus,manual,145,125000,gasoline,mazda,0.0,6870
82477,240.0,2005,fusion,small car,auto,101,100000,gasoline,ford,0.0,2720
9567,550.0,2012,rav,,manual,150,125000,diesel,toyota,0.0,13458
53012,,2016,zafira,,manual,101,150000,,opel,,819
80936,110.0,2006,c2,small car,manual,73,150000,liquefied petroleum gas,citroen,,2457
60835,1000.0,1962,andere,limousine,manual,0,70000,gasoline,volvo,,3867
25837,180.0,1994,3er,convertible,auto,116,150000,gasoline,bmw,0.0,1501
61915,350.0,2006,astra,convertible,manual,150,150000,gasoline,opel,0.0,4504
84897,880.0,2007,xc_reihe,,auto,185,150000,diesel,volvo,0.0,10010
9843,,2016,andere,,manual,0,150000,diesel,citroen,,2275
43850,1440.0,1998,911,coupé,manual,300,125000,gasoline,porsche,0.0,19565
3165,80.0,1999,legacy,station wagon,manual,120,150000,gasoline,subaru,,863
99364,260.0,2005,picanto,small car,manual,65,50000,gasoline,kia,0.0,3357
6664,160.0,2001,zafira,bus,manual,101,150000,gasoline,opel,1.0,546
45613,450.0,2005,santa,,manual,125,150000,diesel,hyundai,0.0,5005
19192,250.0,2006,3_reihe,limousine,manual,105,150000,gasoline,mazda,0.0,3549
42259,60.0,2003,stilo,limousine,auto,133,150000,,fiat,0.0,1274
56566,530.0,2009,laguna,station wagon,manual,150,150000,diesel,renault,1.0,3549
45176,100.0,2001,polo,small car,,0,150000,gasoline,volkswagen,0.0,1365
72437,1400.0,2011,leon,limousine,manual,265,90000,gasoline,seat,0.0,13422
75470,540.0,2002,a4,convertible,manual,170,150000,gasoline,audi,,4959
70039,50.0,1996,corsa,small car,manual,0,150000,gasoline,opel,,573
35639,590.0,2007,v50,station wagon,manual,136,125000,,volvo,,7644
55872,870.0,2007,mondeo,station wagon,auto,131,150000,diesel,ford,0.0,9090
85043,770.0,2006,a3,limousine,manual,116,150000,gasoline,audi,0.0,6824
10476,50.0,1999,andere,coupé,manual,139,150000,gasoline,hyundai,0.0,637
1390,1120.0,2012,vito,bus,auto,161,125000,diesel,mercedes_benz,0.0,16380
42889,190.0,2003,a_klasse,limousine,manual,125,150000,gasoline,mercedes_benz,0.0,3003
82151,190.0,2003,mondeo,station wagon,manual,131,150000,diesel,ford,0.0,1592
26026,,1,1_reihe,small car,manual,60,125000,gasoline,peugeot,0.0,882
21912,470.0,2008,corsa,small car,auto,90,150000,diesel,opel,0.0,5268
96200,80.0,2000,golf,limousine,manual,102,150000,gasoline,volkswagen,0.0,1774
20525,800.0,2008,a8,limousine,auto,349,90000,gasoline,audi,0.0,23114
11589,670.0,2015,i_reihe,small car,manual,87,20000,gasoline,hyundai,0.0,8180
57906,,0,golf,convertible,manual,101,150000,,volkswagen,,2320
15367,450.0,2002,slk,convertible,auto,218,125000,gasoline,mercedes_benz,,8099
38393,90.0,1998,astra,station wagon,manual,0,150000,gasoline,opel,,910
63745,,5,touareg,,auto,224,150000,diesel,volkswagen,0.0,7725
63742,100.0,1999,seicento,small car,manual,55,150000,gasoline,fiat,0.0,864
54038,110.0,2001,a_klasse,limousine,manual,125,125000,gasoline,mercedes_benz,0.0,2457
15114,1450.0,2009,7er,limousine,auto,245,80000,diesel,bmw,0.0,27209
74862,470.0,2012,octavia,limousine,manual,105,150000,diesel,skoda,0.0,6552
99061,580.0,2004,3er,station wagon,manual,170,150000,gasoline,bmw,0.0,5905
19135,190.0,2003,polo,small car,manual,54,125000,gasoline,volkswagen,0.0,2002
61746,260.0,1998,cr_reihe,convertible,manual,0,150000,gasoline,honda,0.0,2775
24698,320.0,2003,3er,station wagon,auto,192,150000,gasoline,bmw,0.0,4094
66012,50.0,2001,polo,small car,manual,50,150000,gasoline,volkswagen,0.0,1183
30791,,3,golf,limousine,manual,101,150000,diesel,volkswagen,1.0,3731
64018,170.0,2006,micra,convertible,manual,90,100000,gasoline,nissan,,3639
57022,,5,meriva,bus,manual,101,150000,diesel,opel,0.0,3185
53757,,2016,,,manual,0,5000,diesel,opel,0.0,4095
48006,170.0,2001,transporter,bus,manual,0,150000,diesel,volkswagen,0.0,3185
78192,570.0,2005,,,,224,150000,,volkswagen,,6233
18832,50.0,2001,focus,limousine,manual,90,150000,diesel,ford,0.0,1365
36848,340.0,2004,andere,,auto,160,150000,diesel,nissan,,8827
39187,170.0,2001,zafira,bus,,0,150000,gasoline,opel,0.0,2275
80403,70.0,2003,zafira,bus,manual,101,150000,diesel,opel,0.0,1319
71797,430.0,2006,1er,limousine,manual,116,150000,gasoline,bmw,0.0,5278
47939,,2016,accord,,manual,0,5000,gasoline,honda,,910
52427,370.0,2014,andere,small car,manual,87,10000,gasoline,opel,0.0,10919
42864,410.0,2006,astra,convertible,manual,0,125000,gasoline,opel,0.0,7279
39538,260.0,2005,3_reihe,convertible,manual,136,150000,gasoline,peugeot,0.0,3321
82418,280.0,2004,a3,limousine,auto,101,90000,gasoline,audi,0.0,5459
4534,250.0,2005,c4,limousine,manual,109,150000,diesel,citroen,0.0,2093
51820,170.0,2003,cooper,small car,manual,0,150000,diesel,mini,0.0,1728
11629,370.0,2009,astra,coupé,manual,116,150000,gasoline,opel,,5869
86321,,2016,punto,,manual,75,150000,diesel,fiat,0.0,2730
5966,190.0,2005,5er,,auto,0,150000,,bmw,,2502
81898,360.0,2004,micra,small car,manual,88,100000,gasoline,nissan,0.0,2547
80463,80.0,2000,carisma,limousine,manual,122,150000,gasoline,mitsubishi,0.0,910
90132,140.0,2005,3er,station wagon,manual,163,150000,diesel,bmw,0.0,3367
23421,60.0,1997,golf,limousine,manual,75,150000,gasoline,volkswagen,,773
42714,130.0,2000,vectra,limousine,manual,101,80000,gasoline,opel,0.0,1729
74799,120.0,1997,passat,limousine,auto,0,150000,gasoline,volkswagen,0.0,2047
88097,70.0,1998,carisma,limousine,manual,90,150000,gasoline,mitsubishi,0.0,1364
61197,470.0,2014,golf,limousine,manual,86,5000,gasoline,volkswagen,0.0,12285
904,,2016,,,,2,150000,diesel,volkswagen,,1365
5002,100.0,2000,3er,limousine,manual,193,150000,gasoline,bmw,0.0,1729
54790,200.0,2011,polo,small car,manual,86,60000,gasoline,volkswagen,0.0,7785
91318,2060.0,2013,andere,limousine,auto,231,20000,diesel,mercedes_benz,0.0,36400
95124,670.0,2007,octavia,station wagon,manual,170,90000,diesel,skoda,,10000
45424,40.0,1997,a3,limousine,manual,125,150000,,audi,,1001
46168,210.0,2006,berlingo,bus,manual,90,150000,diesel,citroen,1.0,1911
52775,150.0,2000,andere,limousine,manual,163,150000,gasoline,mercedes_benz,0.0,2366
7647,330.0,2008,golf,station wagon,manual,80,150000,gasoline,volkswagen,0.0,4095
53085,100.0,2001,zafira,bus,manual,101,150000,diesel,opel,0.0,1729
59682,130.0,2005,1er,limousine,manual,121,150000,diesel,bmw,0.0,3357
97768,,97,polo,small car,manual,50,125000,gasoline,volkswagen,0.0,682
12864,420.0,2008,touran,bus,manual,105,150000,diesel,volkswagen,0.0,8099
51864,370.0,2005,astra,convertible,manual,147,100000,gasoline,opel,0.0,5810
71382,270.0,2002,e_klasse,limousine,manual,177,125000,gasoline,mercedes_benz,0.0,6369
54936,140.0,2000,seicento,small car,manual,40,150000,gasoline,fiat,,718
42632,60.0,1998,a_klasse,small car,manual,102,150000,gasoline,mercedes_benz,0.0,1319
52829,260.0,1999,5er,station wagon,manual,184,150000,diesel,bmw,0.0,1956
17546,950.0,2009,a4,limousine,manual,160,125000,gasoline,audi,0.0,10192
554,760.0,2012,1er,limousine,manual,184,70000,diesel,bmw,0.0,16289
12667,180.0,2005,stilo,station wagon,manual,103,150000,gasoline,fiat,,1501
79138,240.0,2009,c1,small car,manual,0,80000,gasoline,citroen,0.0,3731
59314,6150.0,1967,mustang,convertible,auto,224,50000,gasoline,ford,0.0,30020
5811,140.0,2001,micra,small car,auto,0,150000,,nissan,1.0,728
61469,490.0,2008,1er,limousine,manual,122,150000,gasoline,bmw,,6779
677,50.0,2000,golf,limousine,manual,75,150000,gasoline,volkswagen,,1365
72311,90.0,1994,c_klasse,limousine,auto,122,150000,gasoline,mercedes_benz,0.0,637
64405,230.0,2004,c_klasse,coupé,manual,122,150000,diesel,mercedes_benz,0.0,3630
25203,190.0,1987,5er,limousine,manual,125,150000,diesel,bmw,0.0,1820
9565,140.0,2004,andere,small car,manual,94,150000,gasoline,suzuki,0.0,1774
85392,,4,ptcruiser,station wagon,manual,223,150000,gasoline,chrysler,0.0,3549
38319,90.0,2000,golf,station wagon,manual,77,150000,gasoline,volkswagen,,1137
7841,750.0,2008,3er,station wagon,manual,143,70000,gasoline,bmw,0.0,9555
80548,240.0,2002,polo,small car,manual,75,80000,gasoline,volkswagen,0.0,2993
27175,100.0,2005,c_max,station wagon,manual,101,20000,gasoline,ford,0.0,2047
68629,40.0,2004,carnival,bus,manual,0,150000,diesel,kia,,682
81538,2700.0,2013,a5,convertible,auto,245,40000,diesel,audi,0.0,40859
51996,130.0,1999,a_klasse,small car,manual,102,100000,gasoline,mercedes_benz,0.0,1638
74630,1230.0,2012,a4,station wagon,auto,245,150000,diesel,audi,0.0,17745
60620,110.0,1998,astra,limousine,auto,101,150000,gasoline,opel,0.0,1729
21783,80.0,1999,golf,convertible,manual,90,150000,diesel,volkswagen,0.0,2093
343,850.0,2008,tiguan,,manual,140,125000,diesel,volkswagen,0.0,13058
10444,,2016,5er,,manual,150,150000,gasoline,bmw,0.0,2729
63282,1140.0,2008,c_klasse,limousine,auto,272,100000,gasoline,mercedes_benz,0.0,15379
1746,330.0,2003,c_klasse,station wagon,auto,218,150000,gasoline,mercedes_benz,0.0,4413
43358,,2016,golf,,manual,101,150000,gasoline,volkswagen,,910
45027,1050.0,2006,s_klasse,limousine,auto,387,150000,gasoline,mercedes_benz,0.0,11739
10174,40.0,1995,polo,small car,manual,60,150000,gasoline,volkswagen,,536
31417,,4,andere,limousine,manual,143,150000,liquefied petroleum gas,kia,0.0,4049
49176,100.0,2001,andere,small car,manual,60,150000,gasoline,citroen,0.0,819
53094,230.0,2005,passat,limousine,manual,116,90000,gasoline,volkswagen,0.0,6369
14995,,2,impreza,limousine,manual,341,100000,gasoline,subaru,0.0,15925
16684,,2016,fiesta,,manual,60,150000,gasoline,ford,0.0,1592
76865,,4,accord,limousine,manual,198,150000,gasoline,honda,1.0,4732
50371,3930.0,1970,1er,small car,manual,113,150000,gasoline,bmw,0.0,24569
72827,,5,1er,limousine,auto,129,90000,gasoline,bmw,0.0,8099
68720,60.0,1996,twingo,small car,manual,54,60000,gasoline,renault,0.0,819
60086,230.0,2008,fortwo,small car,auto,61,125000,gasoline,smart,0.0,3185
85484,140.0,2002,zafira,bus,manual,125,150000,diesel,opel,0.0,1638
31428,5400.0,2010,andere,coupé,auto,430,30000,gasoline,audi,0.0,75075
80653,870.0,1982,andere,limousine,auto,88,90000,diesel,mercedes_benz,0.0,9100
32263,70.0,1992,andere,limousine,manual,54,40000,gasoline,skoda,0.0,1273
15976,1710.0,2013,sharan,bus,manual,140,60000,diesel,volkswagen,0.0,18655
37549,90.0,2003,golf,limousine,manual,75,150000,gasoline,volkswagen,0.0,2092
71809,1500.0,2008,andere,station wagon,auto,579,150000,gasoline,audi,1.0,13422
43534,70.0,2003,omega,station wagon,auto,150,150000,diesel,opel,0.0,1092
91857,340.0,2009,fabia,small car,manual,60,80000,gasoline,skoda,0.0,5187
61017,430.0,2007,avensis,station wagon,manual,177,150000,diesel,toyota,1.0,5915
53740,140.0,1995,80,,auto,150,150000,gasoline,audi,1.0,728
13433,70.0,1995,,limousine,manual,75,150000,gasoline,volkswagen,0.0,819
49421,80.0,1999,octavia,station wagon,manual,125,150000,gasoline,skoda,,1274
98801,360.0,2004,7er,limousine,auto,218,150000,diesel,bmw,0.0,5824
29749,70.0,1999,clio,small car,manual,58,150000,gasoline,renault,,728
71273,,2016,a_klasse,,,0,150000,gasoline,mercedes_benz,0.0,1355
1495,220.0,2003,fortwo,convertible,auto,0,90000,diesel,smart,0.0,3412
64704,50.0,2002,mondeo,station wagon,manual,131,150000,diesel,ford,0.0,1091
35927,60.0,1995,golf,station wagon,manual,75,150000,gasoline,volkswagen,0.0,682
25802,180.0,1998,transporter,bus,manual,102,150000,diesel,volkswagen,0.0,1819
34665,150.0,1998,transporter,bus,manual,92,150000,diesel,volkswagen,1.0,2275
76623,,3,fabia,station wagon,auto,75,150000,gasoline,skoda,0.0,1683
72338,220.0,2002,astra,coupé,manual,125,150000,gasoline,opel,0.0,2912
85930,1380.0,2007,andere,coupé,auto,514,125000,gasoline,mercedes_benz,0.0,25662
84272,400.0,2005,transporter,bus,manual,105,150000,diesel,volkswagen,0.0,6825
34641,90.0,2000,corsa,small car,auto,75,150000,gasoline,opel,0.0,2002
76714,80.0,2002,polo,small car,manual,64,150000,gasoline,volkswagen,0.0,1264
18324,100.0,2004,156,station wagon,manual,175,150000,diesel,alfa_romeo,0.0,1820
44876,80.0,2005,ka,,,50,90000,,ford,,1364
75807,360.0,2004,a_klasse,limousine,manual,95,150000,diesel,mercedes_benz,0.0,2821
32658,,97,astra,limousine,manual,75,150000,gasoline,opel,0.0,500
75509,330.0,2005,x_reihe,limousine,manual,150,150000,diesel,bmw,0.0,6279
55512,,5,meriva,bus,manual,0,150000,diesel,opel,,1173
68321,,16,a3,,manual,101,150000,,audi,1.0,728
51959,470.0,2001,transporter,bus,manual,102,150000,diesel,volkswagen,0.0,7007
10767,780.0,2007,slk,convertible,auto,163,125000,gasoline,mercedes_benz,0.0,13013
66350,30.0,1998,c_klasse,limousine,manual,122,150000,gasoline,mercedes_benz,0.0,1183
73478,130.0,2004,golf,limousine,manual,105,150000,diesel,volkswagen,0.0,2001
23541,710.0,2006,300c,station wagon,auto,275,150000,diesel,chrysler,0.0,11102
58201,180.0,2002,3_reihe,small car,manual,110,150000,gasoline,peugeot,,1638
72146,,11,x_reihe,limousine,manual,150,80000,gasoline,bmw,0.0,15379
45607,,97,3er,convertible,manual,116,150000,gasoline,bmw,1.0,1456
99366,170.0,2000,3er,coupé,manual,170,150000,gasoline,bmw,0.0,2184
72101,,95,golf,small car,manual,90,150000,diesel,volkswagen,0.0,2729
47761,,2,bora,limousine,auto,102,150000,diesel,volkswagen,0.0,2457
22600,390.0,2005,passat,station wagon,manual,136,150000,diesel,volkswagen,0.0,5460
99142,,1952,andere,limousine,manual,39,100000,gasoline,fiat,0.0,10829
92559,50.0,1997,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,909
95392,40.0,1996,polo,small car,manual,60,150000,gasoline,volkswagen,0.0,728
33118,330.0,2007,polo,small car,manual,80,20000,gasoline,volkswagen,0.0,4732
19038,1690.0,2014,a3,station wagon,manual,125,20000,gasoline,audi,0.0,18837
18371,40.0,2000,twingo,limousine,manual,75,150000,gasoline,renault,,546
46930,,2016,golf,,manual,75,100000,gasoline,volkswagen,0.0,2912
65377,680.0,2000,defender,,manual,122,150000,diesel,land_rover,0.0,11829
66160,190.0,2003,fiesta,small car,manual,69,150000,gasoline,ford,0.0,1911
63787,340.0,1990,andere,coupé,manual,408,150000,gasoline,volkswagen,,6369
68750,170.0,2008,passat,limousine,,0,150000,diesel,volkswagen,0.0,2821
58736,90.0,1997,golf,convertible,manual,101,150000,gasoline,volkswagen,1.0,728
47825,930.0,2011,passat,station wagon,manual,140,150000,diesel,volkswagen,1.0,7598
99829,80.0,1998,2_reihe,small car,,0,150000,gasoline,peugeot,0.0,955
51771,590.0,2002,3er,convertible,manual,143,90000,gasoline,bmw,0.0,8099
30007,430.0,2005,x_reihe,limousine,manual,150,150000,diesel,bmw,0.0,6370
71658,1360.0,2010,e_klasse,limousine,auto,231,150000,diesel,mercedes_benz,0.0,15015
5041,310.0,1999,golf,limousine,manual,270,70000,diesel,volkswagen,0.0,5915
2972,400.0,2013,andere,limousine,manual,69,20000,gasoline,opel,0.0,8554
6635,60.0,1991,jetta,coupé,auto,90,150000,gasoline,volkswagen,,1092
18063,510.0,2004,golf,limousine,manual,75,90000,gasoline,volkswagen,0.0,4914
13150,20.0,2000,astra,station wagon,manual,101,150000,gasoline,opel,0.0,773
24912,1310.0,2007,clk,convertible,auto,184,125000,gasoline,mercedes_benz,0.0,13194
14738,210.0,2001,a_klasse,limousine,manual,125,125000,gasoline,mercedes_benz,0.0,1729
48200,,95,,,manual,240,125000,gasoline,subaru,,6360
71362,920.0,1992,golf,convertible,manual,98,100000,gasoline,volkswagen,0.0,10920
18854,1030.0,2009,x_reihe,limousine,auto,235,150000,diesel,bmw,0.0,16289
14832,230.0,2003,3_reihe,limousine,manual,98,80000,gasoline,mazda,0.0,2720
66508,320.0,2012,rio,small car,manual,86,50000,gasoline,kia,0.0,7088
12200,80.0,1999,yaris,small car,manual,68,150000,gasoline,toyota,0.0,1137
16159,,2016,cooper,,manual,61,125000,gasoline,mini,,3412
27427,10.0,2016,ibiza,,manual,0,150000,,seat,,637
45889,80.0,1995,5er,station wagon,manual,143,150000,diesel,bmw,0.0,900
24898,560.0,2008,1er,limousine,manual,0,150000,gasoline,bmw,0.0,6360
87736,,11,e_klasse,station wagon,auto,231,100000,diesel,mercedes_benz,0.0,21749
66111,80.0,1997,andere,small car,manual,75,150000,gasoline,toyota,0.0,773
40906,380.0,2008,golf,station wagon,auto,105,150000,diesel,volkswagen,0.0,6324
20335,80.0,2001,astra,coupé,auto,147,150000,gasoline,opel,1.0,637
22241,120.0,1999,golf,limousine,manual,0,150000,diesel,volkswagen,0.0,909
31306,1660.0,2013,1er,limousine,auto,184,60000,diesel,bmw,0.0,21284
4297,840.0,2007,transporter,bus,auto,174,150000,diesel,volkswagen,,12649
22354,1020.0,2012,outlander,,auto,156,125000,diesel,mitsubishi,1.0,12285
34024,380.0,2007,a4,station wagon,manual,205,150000,diesel,audi,0.0,8463
26398,450.0,2007,vito,bus,auto,150,150000,diesel,mercedes_benz,0.0,5914
74752,80.0,1990,escort,convertible,manual,105,125000,gasoline,ford,0.0,1183
61584,,3,touran,station wagon,manual,0,150000,diesel,volkswagen,0.0,3412
48553,,2016,polo,,,60,150000,,volkswagen,,500
2075,160.0,2003,clk,coupé,auto,163,150000,gasoline,mercedes_benz,,4368
58882,90.0,2000,,small car,manual,60,150000,gasoline,renault,,637
30252,500.0,2010,polo,small car,manual,60,30000,gasoline,volkswagen,0.0,6784
90340,800.0,2007,x_reihe,,auto,0,150000,diesel,bmw,1.0,10464
60206,260.0,2003,passat,limousine,manual,116,125000,gasoline,volkswagen,0.0,3033
85739,1040.0,2011,espace,bus,manual,173,150000,diesel,renault,0.0,12285
25599,,85,,,,0,100000,,volkswagen,,9099
51206,350.0,1998,slk,convertible,auto,0,150000,gasoline,mercedes_benz,0.0,4823
44120,170.0,2003,punto,small car,manual,60,150000,gasoline,fiat,0.0,1501
47494,260.0,2005,aygo,small car,manual,68,90000,gasoline,toyota,0.0,3549
13527,50.0,1997,corsa,small car,manual,54,150000,gasoline,opel,0.0,637
80527,,2016,transporter,,,102,150000,diesel,volkswagen,,5915
9423,410.0,2010,golf,limousine,manual,105,150000,diesel,volkswagen,0.0,6279
8803,910.0,2011,i_reihe,,manual,163,50000,gasoline,hyundai,0.0,12285
16985,890.0,2010,1er,convertible,auto,143,70000,gasoline,bmw,0.0,15379
98264,,95,transporter,bus,manual,68,150000,diesel,volkswagen,0.0,910
37398,80.0,1999,golf,station wagon,manual,75,150000,gasoline,volkswagen,0.0,1410
36528,50.0,2003,6_reihe,station wagon,manual,120,150000,,mazda,0.0,1365
76087,110.0,1999,vectra,station wagon,auto,150,150000,liquefied petroleum gas,opel,0.0,910
39591,,1996,fiesta,small car,manual,75,80000,gasoline,ford,0.0,455
75080,380.0,2006,a3,limousine,manual,102,150000,gasoline,audi,0.0,5369
70119,,97,c_klasse,limousine,auto,150,150000,diesel,mercedes_benz,,819
33133,50.0,1996,3er,limousine,manual,102,150000,gasoline,bmw,,900
57401,110.0,2007,fiesta,small car,manual,60,90000,gasoline,ford,0.0,2911
2047,,2016,andere,,manual,0,150000,gasoline,suzuki,,546
30862,670.0,2005,e_klasse,station wagon,auto,163,150000,gasoline,mercedes_benz,0.0,7826
75741,150.0,2007,astra,limousine,manual,90,125000,gasoline,opel,0.0,2821
40749,60.0,1996,e_klasse,limousine,manual,136,150000,gasoline,mercedes_benz,,1456
56531,180.0,1999,slk,convertible,auto,193,150000,gasoline,mercedes_benz,0.0,5824
12674,300.0,2003,cooper,small car,manual,0,125000,gasoline,mini,,3822
47379,160.0,2005,3_reihe,coupé,manual,0,150000,diesel,peugeot,1.0,1365
88490,590.0,2001,3er,station wagon,manual,192,150000,gasoline,bmw,0.0,7553
46954,80.0,1999,astra,limousine,manual,75,150000,,opel,,1319
82165,110.0,2001,passat,limousine,manual,102,150000,gasoline,volkswagen,0.0,1820
67885,460.0,2010,lancer,limousine,manual,117,50000,gasoline,mitsubishi,0.0,7189
27057,110.0,2002,c_klasse,station wagon,manual,143,150000,diesel,mercedes_benz,1.0,682
59686,50.0,1993,golf,small car,auto,90,125000,gasoline,volkswagen,,636
75900,,9,andere,bus,manual,120,150000,diesel,opel,,5278
30991,350.0,2008,sprinter,bus,manual,88,150000,diesel,mercedes_benz,0.0,5414
36514,310.0,2004,polo,small car,manual,75,150000,gasoline,volkswagen,0.0,4322
78802,100.0,1995,golf,convertible,manual,90,150000,diesel,volkswagen,0.0,1164
69458,90.0,2002,andere,small car,manual,58,90000,gasoline,hyundai,0.0,1228
1460,910.0,2013,3er,station wagon,auto,143,150000,diesel,bmw,0.0,12466
6600,,1997,twingo,small car,manual,60,150000,gasoline,renault,0.0,455
52856,130.0,1988,601,limousine,manual,26,40000,,trabant,0.0,1729
39301,530.0,1981,andere,coupé,auto,136,80000,,mercedes_benz,1.0,4459
70632,550.0,2009,andere,limousine,auto,205,150000,diesel,volvo,0.0,10283
1984,70.0,1987,e_klasse,coupé,manual,136,5000,gasoline,mercedes_benz,0.0,1365
71475,40.0,2007,logan,station wagon,manual,68,150000,diesel,dacia,0.0,1365
68198,390.0,2007,e_klasse,limousine,auto,190,150000,diesel,mercedes_benz,0.0,8180
58644,180.0,1997,,convertible,auto,150,150000,gasoline,bmw,,2002
55691,450.0,2002,a2,small car,manual,75,150000,gasoline,audi,0.0,3958
25519,60.0,2001,4_reihe,station wagon,,136,150000,gasoline,peugeot,,1274
44989,260.0,2005,astra,limousine,manual,90,150000,gasoline,opel,0.0,3731
27496,30.0,2000,clk,coupé,auto,136,150000,gasoline,mercedes_benz,,1410
15049,,2016,golf,,auto,211,150000,gasoline,volkswagen,,12284
21993,780.0,2006,passat,limousine,manual,102,80000,gasoline,volkswagen,0.0,6825
94273,80.0,1998,a4,limousine,manual,0,150000,,audi,1.0,637
45644,120.0,2002,a2,limousine,manual,0,150000,diesel,audi,,1820
59805,240.0,2000,c_klasse,limousine,auto,170,125000,gasoline,mercedes_benz,0.0,5005
1857,450.0,2008,1er,station wagon,manual,143,40000,gasoline,bmw,0.0,9096
32786,110.0,2008,meriva,bus,manual,105,150000,liquefied petroleum gas,opel,0.0,3185
21879,90.0,2002,,station wagon,manual,120,150000,,fiat,1.0,773
61846,880.0,2006,a4,convertible,auto,200,80000,gasoline,audi,0.0,11829
7106,100.0,2004,roadster,coupé,auto,0,150000,gasoline,smart,0.0,3003
91093,300.0,2006,clio,small car,manual,75,80000,gasoline,renault,0.0,3412
79496,160.0,2005,passat,limousine,manual,101,150000,diesel,volkswagen,0.0,1820
72346,880.0,2009,a5,coupé,auto,143,150000,diesel,audi,0.0,12694
4508,50.0,1998,3_reihe,limousine,manual,88,125000,gasoline,mazda,0.0,818
36740,540.0,2005,golf,limousine,auto,260,90000,gasoline,volkswagen,0.0,10464
90995,100.0,2003,mondeo,station wagon,auto,130,150000,gasoline,ford,0.0,728
5174,370.0,1998,cherokee,,auto,178,150000,gasoline,jeep,0.0,4504
56302,1460.0,2014,leon,limousine,manual,280,30000,gasoline,seat,0.0,20748
67310,240.0,2000,a3,limousine,manual,110,150000,diesel,audi,1.0,2022
24383,40.0,1998,fiesta,small car,manual,75,150000,gasoline,ford,0.0,1365
79414,,16,golf,,,0,150000,gasoline,volkswagen,1.0,591
74628,40.0,1998,polo,small car,manual,50,150000,gasoline,volkswagen,0.0,955
31203,60.0,2002,berlingo,bus,manual,109,150000,gasoline,citroen,0.0,1365
87007,50.0,2001,lupo,small car,manual,60,150000,gasoline,volkswagen,0.0,809
90660,130.0,1997,a4,station wagon,manual,165,150000,gasoline,audi,1.0,864
55242,960.0,2011,1er,limousine,manual,170,70000,,bmw,0.0,14378
